"SurveyResponseID","AnswerNumber","TravelledWith"
3587079,43,"My husband, wife or partner"
3587220,39,"My husband, wife or partner"
3587093,39,"Child/children aged under 15"
3587221,42,"My husband, wife or partner"
3586606,39,"My husband, wife or partner"
3587094,42,"My husband, wife or partner"
3586716,38,"My husband, wife or partner"
3587096,39,"My husband, wife or partner"
3587235,38,"My husband, wife or partner"
3586723,40,"My husband, wife or partner"
3587097,37,"My husband, wife or partner"
3587235,39,"Child/children aged under 15"
3587110,40,"My husband, wife or partner"
3587236,45,"My husband, wife or partner"
3587111,38,"My husband, wife or partner"
3587112,40,"My husband, wife or partner"
3586624,40,"My husband, wife or partner"
3586730,39,"My husband, wife or partner"
3586599,37,"Other person(s)"
3586707,38,"Other family / relative(s)"
3587093,40,"Child/children aged 15 or older"
3586714,49,"Other person(s)"
3587094,43,"Child/children aged 15 or older"
3586613,39,"Other person(s)"
3587127,41,"Child/children aged under 15"
3587128,39,"Child/children aged under 15"
3587254,40,"Child/children aged under 15"
3587127,40,"My husband, wife or partner"
3586732,39,"My husband, wife or partner"
3586631,38,"My husband, wife or partner"
3587128,38,"My husband, wife or partner"
3587254,39,"My husband, wife or partner"
3587130,42,"My husband, wife or partner"
3586730,40,"Child/children aged 15 or older"
3587113,38,"Other person(s)"
3586638,42,"Other family / relative(s)"
3586739,43,"Other person(s)"
3586741,47,"Child/children aged 15 or older"
3586656,46,"Child/children aged 15 or older"
3587160,37,"Other person(s)"
3586741,46,"Child/children aged under 15"
3586656,45,"Child/children aged under 15"
3586647,38,"My husband, wife or partner"
3586741,45,"My husband, wife or partner"
3587145,38,"My husband, wife or partner"
3587269,40,"My husband, wife or partner"
3586656,44,"My husband, wife or partner"
3587270,39,"My husband, wife or partner"
3586748,43,"My husband, wife or partner"
3586663,44,"My husband, wife or partner"
3587163,37,"My husband, wife or partner"
3586658,50,"Other person(s)"
3587162,37,"Other person(s)"
3587271,42,"Other person(s)"
3586764,38,"Other family / relative(s)"
3587287,41,"Child/children aged 15 or older"
3587272,40,"My husband, wife or partner"
3587286,42,"My husband, wife or partner"
3586665,40,"My husband, wife or partner"
3587287,40,"My husband, wife or partner"
3587210,47,"My husband, wife or partner"
3586688,39,"My husband, wife or partner"
3586690,39,"Child/children aged under 15"
3586672,39,"Other person(s)"
3587288,42,"Other person(s)"
3586773,38,"Other person(s)"
3587289,40,"Other family / relative(s)"
3586775,37,"Other person(s)"
3587212,39,"Other person(s)"
3586780,62,"Child/children aged 15 or older"
3587227,39,"Other family / relative(s)"
3587212,38,"My husband, wife or partner"
3587304,39,"Other person(s)"
3586780,61,"My husband, wife or partner"
3587302,39,"My husband, wife or partner"
3586789,38,"Other family / relative(s)"
3586697,38,"My husband, wife or partner"
3586715,41,"Other person(s)"
3587244,44,"Child/children aged under 15"
3587244,45,"Child/children aged 15 or older"
3587305,42,"Child/children aged under 15"
3587305,43,"Child/children aged 15 or older"
3586722,39,"Child/children aged under 15"
3587305,44,"Other person(s)"
3587319,42,"Other family / relative(s)"
3587229,38,"My husband, wife or partner"
3587305,41,"My husband, wife or partner"
3587244,43,"My husband, wife or partner"
3586722,38,"My husband, wife or partner"
3586800,45,"My husband, wife or partner"
3586805,41,"My husband, wife or partner"
3587247,40,"My husband, wife or partner"
3586731,38,"My husband, wife or partner"
3587320,43,"Other family / relative(s)"
3587321,41,"Other person(s)"
3586738,41,"Child/children aged 15 or older"
3586814,39,"Other person(s)"
3586740,37,"Other person(s)"
3587263,39,"Other person(s)"
3586830,41,"Other person(s)"
3587322,42,"Other family / relative(s)"
3587264,45,"Child/children aged under 15"
3587336,38,"Child/children aged under 15"
3586733,40,"My husband, wife or partner"
3587262,43,"My husband, wife or partner"
3587322,41,"My husband, wife or partner"
3587264,44,"My husband, wife or partner"
3586832,40,"My husband, wife or partner"
3587337,39,"My husband, wife or partner"
3587277,38,"My husband, wife or partner"
3586756,38,"My husband, wife or partner"
3587339,41,"My husband, wife or partner"
3587337,40,"Child/children aged under 15"
3587338,41,"Child/children aged under 15"
3587277,39,"Child/children aged under 15"
3587278,40,"Child/children aged under 15"
3587339,42,"Child/children aged under 15"
3587279,39,"My husband, wife or partner"
3586765,48,"My husband, wife or partner"
3587352,44,"My husband, wife or partner"
3587280,41,"My husband, wife or partner"
3587279,40,"Child/children aged under 15"
3586749,42,"Other family / relative(s)"
3587280,42,"Child/children aged under 15"
3586839,40,"Other person(s)"
3587278,41,"Other person(s)"
3586850,45,"Child/children aged 15 or older"
3587339,43,"Other family / relative(s)"
3587352,45,"Other person(s)"
3586855,39,"My husband, wife or partner"
3586772,39,"Other person(s)"
3586855,40,"Child/children aged 15 or older"
3586855,41,"Other family / relative(s)"
3587294,37,"Other person(s)"
3586774,39,"Other family / relative(s)"
3587353,41,"My husband, wife or partner"
3587295,49,"Child/children aged 15 or older"
3587295,48,"My husband, wife or partner"
3586857,39,"My husband, wife or partner"
3586788,53,"My husband, wife or partner"
3587354,48,"My husband, wife or partner"
3587297,38,"My husband, wife or partner"
3587311,38,"My husband, wife or partner"
3586788,54,"Child/children aged under 15"
3587296,39,"Child/children aged 15 or older"
3586788,55,"Child/children aged 15 or older"
3587297,39,"Child/children aged 15 or older"
3587355,43,"Other family / relative(s)"
3587312,38,"Other family / relative(s)"
3587356,43,"Other family / relative(s)"
3587313,39,"Child/children aged under 15"
3586882,38,"Other person(s)"
3586889,40,"Child/children aged under 15"
3587369,40,"Other family / relative(s)"
3587327,43,"Child/children aged under 15"
3587313,40,"Other family / relative(s)"
3587314,63,"Other person(s)"
3587371,41,"Other person(s)"
3586808,50,"Child/children aged 15 or older"
3586905,37,"Other person(s)"
3586799,41,"My husband, wife or partner"
3586806,41,"My husband, wife or partner"
3586808,49,"My husband, wife or partner"
3586891,38,"My husband, wife or partner"
3586898,38,"My husband, wife or partner"
3587327,42,"My husband, wife or partner"
3587386,38,"My husband, wife or partner"
3586907,42,"Other family / relative(s)"
3586813,39,"Other person(s)"
3587388,40,"Other family / relative(s)"
3586909,43,"Other family / relative(s)"
3587331,41,"Other person(s)"
3586916,43,"Other family / relative(s)"
3587387,39,"My husband, wife or partner"
3587329,38,"My husband, wife or partner"
3586815,45,"My husband, wife or partner"
3587330,41,"My husband, wife or partner"
3587389,39,"My husband, wife or partner"
3586916,42,"My husband, wife or partner"
3586817,40,"My husband, wife or partner"
3587403,38,"My husband, wife or partner"
3587344,41,"My husband, wife or partner"
3587345,38,"Other person(s)"
3587404,38,"Other person(s)"
3586822,44,"Other person(s)"
3587346,45,"Child/children aged 15 or older"
3587405,37,"Other person(s)"
3587344,42,"Child/children aged under 15"
3587347,46,"Child/children aged under 15"
3587406,38,"Other person(s)"
3586831,45,"Other person(s)"
3586923,55,"My husband, wife or partner"
3587347,45,"My husband, wife or partner"
3586925,44,"My husband, wife or partner"
3586824,47,"My husband, wife or partner"
3587361,39,"My husband, wife or partner"
3587362,45,"My husband, wife or partner"
3586934,40,"My husband, wife or partner"
3586941,44,"Other person(s)"
3586948,41,"Other person(s)"
3587436,38,"Child/children aged 15 or older"
3586957,41,"Other person(s)"
3587437,37,"Other person(s)"
3587377,42,"Other person(s)"
3586934,41,"Child/children aged under 15"
3587363,47,"Child/children aged under 15"
3587363,46,"My husband, wife or partner"
3587421,39,"My husband, wife or partner"
3586840,46,"My husband, wife or partner"
3586849,41,"My husband, wife or partner"
3587438,45,"My husband, wife or partner"
3587439,40,"My husband, wife or partner"
3586966,39,"My husband, wife or partner"
3587380,40,"My husband, wife or partner"
3587394,41,"Child/children aged under 15"
3586973,46,"My husband, wife or partner"
3587394,40,"My husband, wife or partner"
3586975,40,"My husband, wife or partner"
3587456,40,"My husband, wife or partner"
3587378,39,"Other person(s)"
3586964,37,"Other person(s)"
3587454,39,"Other family / relative(s)"
3586867,38,"Other person(s)"
3587455,45,"Other person(s)"
3587396,40,"Other family / relative(s)"
3587469,44,"Child/children aged under 15"
3587396,41,"Other person(s)"
3587469,45,"Child/children aged 15 or older"
3587470,38,"Other person(s)"
3586982,38,"My husband, wife or partner"
3586874,40,"My husband, wife or partner"
3586984,41,"My husband, wife or partner"
3587397,38,"My husband, wife or partner"
3587471,44,"My husband, wife or partner"
3587411,42,"My husband, wife or partner"
3586991,48,"My husband, wife or partner"
3586908,42,"Other person(s)"
3587473,38,"Other person(s)"
3586915,39,"Other family / relative(s)"
3587488,49,"Other person(s)"
3586906,43,"My husband, wife or partner"
3587472,49,"My husband, wife or partner"
3587428,38,"My husband, wife or partner"
3587486,44,"My husband, wife or partner"
3587430,49,"My husband, wife or partner"
3587486,45,"Child/children aged under 15"
3587007,40,"My husband, wife or partner"
3587009,39,"My husband, wife or partner"
3587431,42,"My husband, wife or partner"
3587444,51,"My husband, wife or partner"
3587014,45,"My husband, wife or partner"
3587445,52,"My husband, wife or partner"
3587016,39,"My husband, wife or partner"
3586917,44,"Other person(s)"
3586922,48,"Other person(s)"
3587444,52,"Child/children aged 15 or older"
3587444,53,"Other person(s)"
3587503,45,"Other family / relative(s)"
3587504,45,"Child/children aged 15 or older"
3587023,38,"Child/children aged under 15"
3586940,47,"My husband, wife or partner"
3587504,46,"Other family / relative(s)"
3587505,43,"Child/children aged 15 or older"
3587446,39,"Other person(s)"
3587447,47,"Other person(s)"
3587025,57,"My husband, wife or partner"
3586947,40,"My husband, wife or partner"
3587032,39,"Other person(s)"
3587521,39,"My husband, wife or partner"
3587041,39,"My husband, wife or partner"
3586958,41,"My husband, wife or partner"
3587478,41,"My husband, wife or partner"
3587536,44,"My husband, wife or partner"
3587041,40,"Child/children aged under 15"
3587478,42,"Child/children aged under 15"
3587448,37,"Other family / relative(s)"
3586965,39,"My husband, wife or partner"
3586949,40,"Other person(s)"
3587034,39,"Other person(s)"
3587523,41,"Other person(s)"
3587464,42,"Other person(s)"
3587048,38,"Other person(s)"
3587059,47,"My husband, wife or partner"
3587537,52,"My husband, wife or partner"
3586972,41,"My husband, wife or partner"
3587481,40,"My husband, wife or partner"
3587538,39,"My husband, wife or partner"
3586967,39,"Child/children aged under 15"
3587538,40,"Child/children aged under 15"
3587050,39,"Child/children aged 15 or older"
3587479,44,"Other person(s)"
3586974,44,"Other family / relative(s)"
3587494,39,"Other person(s)"
3586974,45,"Other person(s)"
3587073,40,"Child/children aged 15 or older"
3587496,42,"My husband, wife or partner"
3587497,39,"My husband, wife or partner"
3587554,44,"My husband, wife or partner"
3587555,38,"My husband, wife or partner"
3587512,43,"My husband, wife or partner"
3587495,42,"Other family / relative(s)"
3586981,47,"Other family / relative(s)"
3586992,41,"My husband, wife or partner"
3586990,44,"Other family / relative(s)"
3587089,38,"My husband, wife or partner"
3587513,47,"My husband, wife or partner"
3587555,39,"Child/children aged under 15"
3587511,38,"Other family / relative(s)"
3587512,44,"Other family / relative(s)"
3587572,42,"Child/children aged under 15"
3587556,40,"Other person(s)"
3586997,42,"Other person(s)"
3587571,44,"Other person(s)"
3586999,37,"Other family / relative(s)"
3587006,41,"Other person(s)"
3587529,39,"Other family / relative(s)"
3587529,40,"Other person(s)"
3587530,46,"Other family / relative(s)"
3587514,39,"My husband, wife or partner"
3587091,39,"My husband, wife or partner"
3587098,38,"My husband, wife or partner"
3587572,41,"My husband, wife or partner"
3587114,42,"My husband, wife or partner"
3587573,38,"My husband, wife or partner"
3587587,39,"Child/children aged under 15"
3587123,39,"Child/children aged under 15"
3587588,42,"Child/children aged under 15"
3587008,47,"Other person(s)"
3587125,38,"Child/children aged 15 or older"
3587586,40,"My husband, wife or partner"
3587531,42,"My husband, wife or partner"
3587588,41,"My husband, wife or partner"
3587589,40,"My husband, wife or partner"
3587017,38,"My husband, wife or partner"
3587134,41,"My husband, wife or partner"
3587547,38,"My husband, wife or partner"
3587134,42,"Child/children aged 15 or older"
3587561,42,"Child/children aged 15 or older"
3587141,40,"Other person(s)"
3587024,45,"My husband, wife or partner"
3587590,73,"My husband, wife or partner"
3587139,44,"My husband, wife or partner"
3587548,41,"My husband, wife or partner"
3587603,42,"My husband, wife or partner"
3587562,41,"My husband, wife or partner"
3587157,38,"My husband, wife or partner"
3587033,41,"My husband, wife or partner"
3587605,45,"My husband, wife or partner"
3587604,38,"Child/children aged 15 or older"
3587605,46,"Other family / relative(s)"
3587563,40,"Other person(s)"
3587622,43,"Child/children aged 15 or older"
3587622,42,"Child/children aged under 15"
3587164,36,"My husband, wife or partner"
3587040,41,"My husband, wife or partner"
3587606,50,"My husband, wife or partner"
3587579,38,"My husband, wife or partner"
3587622,41,"My husband, wife or partner"
3587184,39,"My husband, wife or partner"
3587189,39,"My husband, wife or partner"
3587623,39,"My husband, wife or partner"
3587580,45,"My husband, wife or partner"
3587191,38,"My husband, wife or partner"
3587637,44,"My husband, wife or partner"
